,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
1568,"MACCLESFIELD, VICTORIA, AUSTRALIA",MACCLESFIELD,847,145.477,-37.883,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1188,https://www.domain.com.au/rent/macclesfield-vic-3782//?ssubs=1,https://www.realestate.com.au/rent/in-macclesfield+3782/list-1,$300-$324,11,0.6102761,7,0.0847,2.0328,738,0.317829457,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,"MACEDON, VICTORIA, AUSTRALIA",MACEDON,2040,144.5556723,-37.4281226,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2740,https://www.domain.com.au/rent/macedon-vic-3440//?ssubs=1,https://www.realestate.com.au/rent/in-macedon+3440/list-1,$400-$424,15,0.8033001,9,0.816,18.564,495,0.213178295,3,English,3,3,643,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,"MACKS CREEK, VICTORIA, AUSTRALIA",MACKS CREEK,27,146.6426181,-38.4790153,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2678,https://www.domain.com.au/rent/macks-creek-vic-3971//?ssubs=1,https://www.realestate.com.au/rent/in-macks+creek+3971/list-1,None,0,0,1,0.0054,0.0108,1925,0.829026701,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,"MACLEOD, VICTORIA, AUSTRALIA",MACLEOD,0,144.9628,-37.7667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.30,https://www.domain.com.au/rent/macleod-vic-3085//?ssubs=1,https://www.realestate.com.au/rent/in-macleod+3085/list-1,$350-$374,13,0.7130371,8,0,0,2232,0.96124031,10,Mandarin,12,292,170,Cantonese,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,"MACORNA NORTH, VICTORIA, AUSTRALIA",MACORNA NORTH,0,144.1069684,-35.8582737,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1089,https://www.domain.com.au/rent/macorna-north-vic-3568//?ssubs=1,https://www.realestate.com.au/rent/in-macorna+north+3568/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,"MACORNA, VICTORIA, AUSTRALIA",MACORNA,89,143.9410112,-35.9417669,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2353,https://www.domain.com.au/rent/macorna-vic-3579//?ssubs=1,https://www.realestate.com.au/rent/in-macorna+3579/list-1,None,0,0,1,0.0089,0.0178,1797,0.773901809,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,"MACS COVE, VICTORIA, AUSTRALIA",MACS COVE,86,146.1421265,-37.20912,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2674,https://www.domain.com.au/rent/macs-cove-vic-3723//?ssubs=1,https://www.realestate.com.au/rent/in-macs+cove+3723/list-1,$200-$224,7,0.3721614,4,0.0086,0.0172,1801,0.775624462,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,"MADALYA, VICTORIA, AUSTRALIA",MADALYA,18,146.4989502,-38.5083216,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1962,https://www.domain.com.au/rent/madalya-vic-3971//?ssubs=1,https://www.realestate.com.au/rent/in-madalya+3971/list-1,None,0,0,1,0.0018,0.0018,2184,0.940568475,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,"MADDINGLEY, VICTORIA, AUSTRALIA",MADDINGLEY,3451,144.4089115,-37.6837782,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2669,https://www.domain.com.au/rent/maddingley-vic-3340//?ssubs=1,https://www.realestate.com.au/rent/in-maddingley+3340/list-1,$300-$324,11,0.6102761,7,1.0353,70.7455,375,0.161498708,2,English,4,23,193,Punjabi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,"MAFEKING, VICTORIA, AUSTRALIA",MAFEKING,0,142.6429883,-37.4054803,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.155,https://www.domain.com.au/rent/mafeking-vic-3379//?ssubs=1,https://www.realestate.com.au/rent/in-mafeking+3379/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,"MAFFRA WEST UPPER, VICTORIA, AUSTRALIA",MAFFRA WEST UPPER,77,146.817681,-37.8729822,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2597,https://www.domain.com.au/rent/maffra-west/upper-vic-3859 /?ssubs=1,https://www.realestate.com.au/rent/in-maffra+west/upper+3859 list-1,None,0,0,1,0.0077,0.0308,1653,0.711886305,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,"MAFFRA, VICTORIA, AUSTRALIA",MAFFRA,5282,146.9886238,-37.9619053,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2782,https://www.domain.com.au/rent/maffra-vic-3860//?ssubs=1,https://www.realestate.com.au/rent/in-maffra+3860/list-1,$200-$224,7,0.3721614,4,1.0564,280.4742,267,0.11498708,2,Tagalog,3,16,130,Thai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,"MAGPIE, VICTORIA, AUSTRALIA",MAGPIE,372,143.8508908,-37.6275666,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2361,https://www.domain.com.au/rent/magpie-vic-3352//?ssubs=1,https://www.realestate.com.au/rent/in-magpie+3352/list-1,$300-$324,11,0.6102761,7,0.0372,0.4464,1005,0.432816537,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,"MAIDEN GULLY, VICTORIA, AUSTRALIA",MAIDEN GULLY,4993,144.209,-36.743,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.520,https://www.domain.com.au/rent/maiden-gully-vic-3551//?ssubs=1,https://www.realestate.com.au/rent/in-maiden+gully+3551/list-1,$350-$374,13,0.7130371,8,0.4993,62.9118,388,0.16709733,2,Hazaraghi,3,3,30,Hazaraghi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,"MAIDSTONE, VICTORIA, AUSTRALIA",MAIDSTONE,9036,144.878,-37.783,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.395,https://www.domain.com.au/rent/maidstone-vic-3012//?ssubs=1,https://www.realestate.com.au/rent/in-maidstone+3012/list-1,$350-$374,13,0.7130371,8,2.7108,691.254,188,0.080964686,1,Mandarin,9,531,139,Sinhalese,7,0,6,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,9,10,0,0,0
1583,"MAILORS FLAT, VICTORIA, AUSTRALIA",MAILORS FLAT,426,142.4751957,-38.2818033,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.679,https://www.domain.com.au/rent/mailors-flat-vic-3275//?ssubs=1,https://www.realestate.com.au/rent/in-mailors+flat+3275/list-1,$250-$274,9,0.494527,5,0.0426,0.5538,956,0.41171404,5,English,5,5,643,English,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,"MAIN LEAD, VICTORIA, AUSTRALIA",MAIN LEAD,44,143.3744131,-37.383719,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.296,https://www.domain.com.au/rent/main-lead-vic-3373//?ssubs=1,https://www.realestate.com.au/rent/in-main+lead+3373/list-1,None,0,0,1,0.0044,0.0088,1971,0.848837209,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,"MAIN RIDGE, VICTORIA, AUSTRALIA",MAIN RIDGE,413,144.972,-38.402,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1202,https://www.domain.com.au/rent/main-ridge-vic-3928//?ssubs=1,https://www.realestate.com.au/rent/in-main+ridge+3928/list-1,$350-$374,13,0.7130371,8,0.0826,0.4543,1002,0.431524548,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,"MAINDAMPLE, VICTORIA, AUSTRALIA",MAINDAMPLE,210,145.9588312,-37.024348,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.80,https://www.domain.com.au/rent/maindample-vic-3723//?ssubs=1,https://www.realestate.com.au/rent/in-maindample+3723/list-1,$250-$274,9,0.494527,5,0.021,0.21,1166,0.502153316,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,"MAINTONGOON, VICTORIA, AUSTRALIA",MAINTONGOON,0,145.758535,-37.1383147,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1559,https://www.domain.com.au/rent/maintongoon-vic-3714//?ssubs=1,https://www.realestate.com.au/rent/in-maintongoon+3714/list-1,$350-$374,13,0.7130371,8,0.0149,0.7003,911,0.392334195,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
