,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
479,"CAPELS CROSSING, VICTORIA, AUSTRALIA",CAPELS CROSSING,35,143.912358,-35.6196211,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1893,https://www.domain.com.au/rent/capels-crossing-vic-3579//?ssubs=1,https://www.realestate.com.au/rent/in-capels+crossing+3579/list-1,None,0,0,1,0.0035,0.0035,2120,0.913006029,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"CARAG CARAG, VICTORIA, AUSTRALIA",CARAG CARAG,77,144.9236773,-36.45697,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2377,https://www.domain.com.au/rent/carag-carag-vic-3623//?ssubs=1,https://www.realestate.com.au/rent/in-carag+carag+3623/list-1,None,0,0,1,0.0154,0.0385,1585,0.682601206,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,"CARALULUP, VICTORIA, AUSTRALIA",CARALULUP,3,143.638027,-37.1966231,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.649,https://www.domain.com.au/rent/caralulup-vic-3371//?ssubs=1,https://www.realestate.com.au/rent/in-caralulup+3371/list-1,None,0,0,1,3.00E-04,0.0012,2213,0.953057709,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"CARAMUT, VICTORIA, AUSTRALIA",CARAMUT,242,142.4698649,-37.9732434,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.147,https://www.domain.com.au/rent/caramut-vic-3274//?ssubs=1,https://www.realestate.com.au/rent/in-caramut+3274/list-1,$150-$174,5,0.2469368,3,0.0242,0.1694,1226,0.527993109,6,English,4,4,643,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"CARAPOOEE WEST, VICTORIA, AUSTRALIA",CARAPOOEE WEST,0,143.2668778,-36.7324712,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1634,https://www.domain.com.au/rent/carapooee-west-vic-3477//?ssubs=1,https://www.realestate.com.au/rent/in-carapooee+west+3477/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"CARAPOOEE, VICTORIA, AUSTRALIA",CARAPOOEE,65,143.2978752,-36.7201734,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2146,https://www.domain.com.au/rent/carapooee-vic-3477//?ssubs=1,https://www.realestate.com.au/rent/in-carapooee+3477/list-1,None,0,0,1,0.0065,0.0455,1546,0.66580534,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"CARAPOOK, VICTORIA, AUSTRALIA",CARAPOOK,0,141.5488547,-37.5191978,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2305,https://www.domain.com.au/rent/carapook-vic-3312//?ssubs=1,https://www.realestate.com.au/rent/in-carapook+3312/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"CARBOOR, VICTORIA, AUSTRALIA",CARBOOR,0,146.5133073,-36.6023424,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2421,https://www.domain.com.au/rent/carboor-vic-3678//?ssubs=1,https://www.realestate.com.au/rent/in-carboor+3678/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"CARDIGAN VILLAGE, VICTORIA, AUSTRALIA",CARDIGAN VILLAGE,661,143.7084479,-37.517945,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.618,https://www.domain.com.au/rent/cardigan-village-vic-3352//?ssubs=1,https://www.realestate.com.au/rent/in-cardigan+village+3352/list-1,$275-$299,10,0.5485215,6,0.0661,3.3711,674,0.290267011,3,English,6,6,643,English,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"CARDIGAN, VICTORIA, AUSTRALIA",CARDIGAN,0,144.221785,-37.0050906,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1891,https://www.domain.com.au/rent/cardigan-vic-3352//?ssubs=1,https://www.realestate.com.au/rent/in-cardigan+3352/list-1,$250-$274,9,0.494527,5,0.0149,0.7003,911,0.392334195,4,English,4,4,643,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"CARDINIA, VICTORIA, AUSTRALIA",CARDINIA,377,145.423,-38.147,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1275,https://www.domain.com.au/rent/cardinia-vic-3978//?ssubs=1,https://www.realestate.com.au/rent/in-cardinia+3978/list-1,$400-$424,15,0.8033001,9,0.1131,1.2441,812,0.349698536,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"CARDROSS, VICTORIA, AUSTRALIA",CARDROSS,822,142.15,-34.3,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1069,https://www.domain.com.au/rent/cardross-vic-3496//?ssubs=1,https://www.realestate.com.au/rent/in-cardross+3496/list-1,$250-$274,9,0.494527,5,0.3288,2.3838,716,0.308354866,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"CARGERIE, VICTORIA, AUSTRALIA",CARGERIE,0,143.9592552,-37.8133636,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1194,https://www.domain.com.au/rent/cargerie-vic-3334//?ssubs=1,https://www.realestate.com.au/rent/in-cargerie+3334/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"CARINA, VICTORIA, AUSTRALIA",CARINA,0,141.0951097,-35.2141613,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.588,https://www.domain.com.au/rent/carina-vic-3512//?ssubs=1,https://www.realestate.com.au/rent/in-carina+3512/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"CARINGAL, VICTORIA, AUSTRALIA",CARINGAL,0,146.3457099,-37.9935883,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2066,https://www.domain.com.au/rent/caringal-vic-3825//?ssubs=1,https://www.realestate.com.au/rent/in-caringal+3825/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,"CARISBROOK, VICTORIA, AUSTRALIA",CARISBROOK,1118,143.816944,-37.048056,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2708,https://www.domain.com.au/rent/carisbrook-vic-3464//?ssubs=1,https://www.realestate.com.au/rent/in-carisbrook+3464/list-1,$150-$174,5,0.2469368,3,0.3354,9.9502,549,0.236434109,3,Filipino,4,8,100,Filipino,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,"CARLISLE RIVER, VICTORIA, AUSTRALIA",CARLISLE RIVER,136,143.4196309,-38.5183602,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.579,https://www.domain.com.au/rent/carlisle-river-vic-3239//?ssubs=1,https://www.realestate.com.au/rent/in-carlisle+river+3239/list-1,None,0,0,1,0.0136,0.068,1450,0.624461671,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"CARLSRUHE, VICTORIA, AUSTRALIA",CARLSRUHE,329,144.5,-37.283333,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1728,https://www.domain.com.au/rent/carlsruhe-vic-3442//?ssubs=1,https://www.realestate.com.au/rent/in-carlsruhe+3442/list-1,None,0,0,1,0.0329,1.2502,811,0.349267873,4,English,4,4,643,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"CARLTON NORTH, VICTORIA, AUSTRALIA",CARLTON NORTH,6304,144.9694441,-37.7890434,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1782,https://www.domain.com.au/rent/carlton-north-vic-3054//?ssubs=1,https://www.realestate.com.au/rent/in-carlton+north+3054/list-1,$450-$549,17,0.8824538,9,30.2592,375.088,250,0.107665805,2,English,30,127,357,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
498,"CARLTON, VICTORIA, AUSTRALIA",CARLTON,18538,144.9671,-37.8001,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1849,https://www.domain.com.au/rent/carlton-vic-3053//?ssubs=1,https://www.realestate.com.au/rent/in-carlton+3053/list-1,$450-$549,17,0.8824538,9,1.8538,5418.6574,31,0.01335056,1,Mandarin,7,6914,5,Lao,6,0,0,0,0,0,0,6,0,10,0,0,8,0,0,0,10,0,0,10,2,0,0,0,10,0,0,0,0,0,0,0,0,6,10,0,0,0,6,10,0,9,0,7,0,0,0,0,0,10,0,0,2,0,0,10,0,9,9,0,0,9,0,0,0,10,0,6,0,0,0,0,10,0,0,10,0,0,8,5,8,6,0,0,2,7,0,0,0,2,0,0,9,0,0,8,0,0,0,8,0,0,0,0,6,10,5,0,9,0,10,0,7,8,10,0,0,10,0,0,0,0,0,0,0,6,9,10,0,0,0
499,"CARLYLE, VICTORIA, AUSTRALIA",CARLYLE,81,146.4754933,-36.013283,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2945,https://www.domain.com.au/rent/carlyle-vic-3685//?ssubs=1,https://www.realestate.com.au/rent/in-carlyle+3685/list-1,None,0,0,1,0.0081,0.0081,1989,0.856589147,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,"CARNEGIE, VICTORIA, AUSTRALIA",CARNEGIE,17386,145.062,-37.888,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.481,https://www.domain.com.au/rent/carnegie-vic-3163//?ssubs=1,https://www.realestate.com.au/rent/in-carnegie+3163/list-1,$450-$549,17,0.8824538,9,1.7386,2037.6392,92,0.039621016,1,Mandarin,21,1526,130,Thai,9,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,4,10,0,0,0,0,7,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,6,8,0,0,0,0,10,0,9,0,0,0,0,0,2,0,0,9,9,0,0,0
501,"CARNGHAM, VICTORIA, AUSTRALIA",CARNGHAM,144,143.5639019,-37.5769958,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1560,https://www.domain.com.au/rent/carngham-vic-3351//?ssubs=1,https://www.realestate.com.au/rent/in-carngham+3351/list-1,None,0,0,1,0.0144,0.1152,1324,0.570198105,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"CAROLINE SPRINGS, VICTORIA, AUSTRALIA",CAROLINE SPRINGS,24209,144.74,-37.745,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2967,https://www.domain.com.au/rent/caroline-springs-vic-3023//?ssubs=1,https://www.realestate.com.au/rent/in-caroline+springs+3023/list-1,$350-$374,13,0.7130371,8,50.8389,3294.8449,62,0.02670112,1,English,7,655,128,Persian (excluding Dari),6,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
503,"CARPENDEIT, VICTORIA, AUSTRALIA",CARPENDEIT,131,143.2672147,-38.3774194,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1015,https://www.domain.com.au/rent/carpendeit-vic-3260//?ssubs=1,https://www.realestate.com.au/rent/in-carpendeit+3260/list-1,None,0,0,1,0.0131,0.0393,1579,0.680017227,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"CARRAJUNG LOWER, VICTORIA, AUSTRALIA",CARRAJUNG LOWER,112,146.7611674,-38.3824779,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2031,https://www.domain.com.au/rent/carrajung-lower-vic-3844//?ssubs=1,https://www.realestate.com.au/rent/in-carrajung+lower+3844/list-1,None,0,0,1,0.0112,0.0112,1915,0.824720069,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"CARRAJUNG SOUTH, VICTORIA, AUSTRALIA",CARRAJUNG SOUTH,45,146.7991439,-38.3871131,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.667,https://www.domain.com.au/rent/carrajung-south-vic-3874//?ssubs=1,https://www.realestate.com.au/rent/in-carrajung+south+3874/list-1,None,0,0,1,0.009,0.009,1969,0.847975883,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
